rank;rank_w;name1;name2;name3;name4;name5;score;from_url;name6;name7
57;[30];Casey Mulligan Department of Economics, University of Chicago, Chicago;/e/pmu64.html;Casey  Mulligan;Department of Economics, University of Chicago;;58.67;http://ideas.repec.org/top/top.usa-il.html;;;
58;[58];Jeffrey Robert Brown College of Business, University of Illinois at Urbana-Champaign, Urbana-Champaign;/f/pbr264.html;Jeffrey Robert Brown;College of Business, University of Illinois at Urbana-Champaign;;62.03;http://ideas.repec.org/top/top.usa-il.html;;;
59;[67];Philip J. Reny Department of Economics, University of Chicago, Chicago;/e/pre196.html;Philip J. Reny;Department of Economics, University of Chicago;;62.15;http://ideas.repec.org/top/top.usa-il.html;;;
60;[66];Amir Sufi Booth School of Business, University of Chicago, Chicago;/f/psu303.html;Amir  Sufi;Booth School of Business, University of Chicago;;63.1;http://ideas.repec.org/top/top.usa-il.html;;;
61;[74];Austan Goolsbee American Bar Foundation (ABF), ChicagoBooth School of Business, University of Chicago, Chicago;/e/pgo49.html;Austan  Goolsbee;American Bar Foundation (ABF);Booth School of Business, University of Chicago;64.07;http://ideas.repec.org/top/top.usa-il.html;;;
62;[75];Guido Lorenzoni Department of Economics, Northwestern University, Evanston;/e/plo185.html;Guido  Lorenzoni;Department of Economics, Northwestern University;;64.64;http://ideas.repec.org/top/top.usa-il.html;;;
63;[73];Aviv Nevo Center for the Study of Industrial Organization (CSIO), Department of Economics, Northwestern University, Evanston;/e/pne133.html;Aviv  Nevo;Center for the Study of Industrial Organization (CSIO), Department of Economics, Northwestern University;;65.08;http://ideas.repec.org/top/top.usa-il.html;;;
64;[88];Daniel McMillen Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign;/e/pmc78.html;Daniel  McMillen;Department of Economics, University of Illinois at Urbana-Champaign;;65.93;http://ideas.repec.org/top/top.usa-il.html;;;
65;[85];David Figlio Institute for Policy Research (IPR), Northwestern University, Evanston;/e/pfi57.html;David  Figlio;Institute for Policy Research (IPR), Northwestern University;;65.94;http://ideas.repec.org/top/top.usa-il.html;;;
66;[27];Torben G. Andersen Department of Finance, Kellogg Graduate School of Management, Northwestern University, Evanston;/f/pan210.html;Torben G. Andersen;Department of Finance, Kellogg Graduate School of Management, Northwestern University;;67.17;http://ideas.repec.org/top/top.usa-il.html;;;
67;[92];Sajal Lahiri Economics Department, Southern Illinois University, Carbondale;/e/pla112.html;Sajal  Lahiri;Economics Department, Southern Illinois University;;67.34;http://ideas.repec.org/top/top.usa-il.html;;;
68;[72];Daniel G. Sullivan Economic Research Department, Federal Reserve Bank of Chicago, Chicago;/f/psu257.html;Daniel G. Sullivan;Economic Research Department, Federal Reserve Bank of Chicago;;67.36;http://ideas.repec.org/top/top.usa-il.html;;;
69;[35];Mitchell Petersen Department of Finance, Kellogg Graduate School of Management, Northwestern University, Evanston;/e/ppe42.html;Mitchell  Petersen;Department of Finance, Kellogg Graduate School of Management, Northwestern University;;69.09;http://ideas.repec.org/top/top.usa-il.html;;;
70;[87];Daniel Aaronson Federal Reserve Bank of Chicago, Chicago;/e/paa13.html;Daniel  Aaronson;Federal Reserve Bank of Chicago;;69.92;http://ideas.repec.org/top/top.usa-il.html;;;
71;[82];George G. Pennacchi Department of Finance, College of Business, University of Illinois at Urbana-Champaign, Urbana-Champaign;/f/ppe479.html;George G. Pennacchi;Department of Finance, College of Business, University of Illinois at Urbana-Champaign;;71.24;http://ideas.repec.org/top/top.usa-il.html;;;
72;[83];Steven G. Rivkin Department of Economics, University of Illinois at Chicago, Chicago;/f/pri265.html;Steven G. Rivkin;Department of Economics, University of Illinois at Chicago;;71.44;http://ideas.repec.org/top/top.usa-il.html;;;
73;[80];Amit Seru Booth School of Business, University of Chicago, Chicago;/f/pse308.html;Amit  Seru;Booth School of Business, University of Chicago;;71.49;http://ideas.repec.org/top/top.usa-il.html;;;
74;[79];Derek A. Neal Department of Economics, University of Chicago, Chicago;/e/pne138.html;Derek A. Neal;Department of Economics, University of Chicago;;72.22;http://ideas.repec.org/top/top.usa-il.html;;;
75;[45];Don Fullerton Department of Finance, College of Business, University of Illinois at Urbana-Champaign, Urbana-Champaign;/e/pfu10.html;Don  Fullerton;Department of Finance, College of Business, University of Illinois at Urbana-Champaign;;73.47;http://ideas.repec.org/top/top.usa-il.html;;;
76;[90];Firouz Gahvari Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign;/f/pga233.html;Firouz  Gahvari;Department of Economics, University of Illinois at Urbana-Champaign;;74.16;http://ideas.repec.org/top/top.usa-il.html;;;
77;[93];Frank Joseph Chaloupka IVDepartment of Economics, University of Illinois at Chicago, Chicago;/f/pch236.html;Frank Joseph Chaloupka IV;Department of Economics, University of Illinois at Chicago;;75.36;http://ideas.repec.org/top/top.usa-il.html;;;
78;[46];Charles Milton Kahn Department of Economics, University of Illinois at Urbana-Champaign, Urbana-ChampaignDepartment of Finance, College of Business, University of Illinois at Urbana-Champaign, Urbana-Champaign;/e/pka119.html;Charles Milton Kahn;Department of Economics, University of Illinois at Urbana-Champaign;Department of Finance, College of Business, University of Illinois at Urbana-Champaign;75.4;http://ideas.repec.org/top/top.usa-il.html;;;
79;[86];Hugo F. Sonnenschein Department of Economics, University of Chicago, Chicago;/f/pso229.html;Hugo F. Sonnenschein;Department of Economics, University of Chicago;;75.78;http://ideas.repec.org/top/top.usa-il.html;;;
80;[91];David Dranove Kellogg Graduate School of Management, Northwestern University, Evanston;/e/pdr111.html;David  Dranove;Kellogg Graduate School of Management, Northwestern University;;77.77;http://ideas.repec.org/top/top.usa-il.html;;;
81;[84];Roger Koenker Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign;/e/pko146.html;Roger  Koenker;Department of Economics, University of Illinois at Urbana-Champaign;;77.96;http://ideas.repec.org/top/top.usa-il.html;;;
82;[119];Dhammika Dharmapala Institute of Law and Economics, Law School, University of Chicago, Chicago;/e/pdh6.html;Dhammika  Dharmapala;Institute of Law and Economics, Law School, University of Chicago;;78;http://ideas.repec.org/top/top.usa-il.html;;;
83;[96];Alessandro Pavan Department of Economics, Northwestern University, Evanston;/f/ppa367.html;Alessandro  Pavan;Department of Economics, Northwestern University;;78.61;http://ideas.repec.org/top/top.usa-il.html;;;
84;[109];Ray Ball Booth School of Business, University of Chicago, Chicago;/f/pba505.html;Ray  Ball;Booth School of Business, University of Chicago;;79.17;http://ideas.repec.org/top/top.usa-il.html;;;
85;[77];Christian Leuz Booth School of Business, University of Chicago, Chicago;/f/ple259.html;Christian  Leuz;Booth School of Business, University of Chicago;;79.55;http://ideas.repec.org/top/top.usa-il.html;;;
86;[95];Gadi Barlevy Federal Reserve Bank of Chicago, Chicago;/e/pba129.html;Gadi  Barlevy;Federal Reserve Bank of Chicago;;80.3;http://ideas.repec.org/top/top.usa-il.html;;;
87;[71];Robert John Kaestner University of Illinois at Chicago;/e/pka42.html;Robert John Kaestner;;;81.65;http://ideas.repec.org/top/top.usa-il.html;;;
88;[19];Tom Doan Department of Finance, Kellogg Graduate School of Management, Northwestern University, Evanston;/e/pdo2.html;Tom  Doan;Department of Finance, Kellogg Graduate School of Management, Northwestern University;;82.63;http://ideas.repec.org/top/top.usa-il.html;;;
89;[98];David Besanko Kellogg Graduate School of Management, Northwestern University, Evanston;/f/pbe431.html;David  Besanko;Kellogg Graduate School of Management, Northwestern University;;82.87;http://ideas.repec.org/top/top.usa-il.html;;;
90;[108];Bhashkar Mazumder Federal Reserve Bank of Chicago, Chicago;/f/pma1341.html;Bhashkar  Mazumder;Federal Reserve Bank of Chicago;;83.21;http://ideas.repec.org/top/top.usa-il.html;;;
91;[99];Seema Jayachandran Department of Economics, Northwestern University, Evanston;/e/pja86.html;Seema  Jayachandran;Department of Economics, Northwestern University;;83.74;http://ideas.repec.org/top/top.usa-il.html;;;
92;[102];Alejandro Justiniano Economic Research Department, Federal Reserve Bank of Chicago, Chicago;/e/pju154.html;Alejandro  Justiniano;Economic Research Department, Federal Reserve Bank of Chicago;;83.88;http://ideas.repec.org/top/top.usa-il.html;;;
93;[97];Robert Korajczyk Department of Finance, Kellogg Graduate School of Management, Northwestern University, Evanston;/e/pko2.html;Robert  Korajczyk;Department of Finance, Kellogg Graduate School of Management, Northwestern University;;84.55;http://ideas.repec.org/top/top.usa-il.html;;;
94;[101];Francisco Javier Buera Economic Research Department, Federal Reserve Bank of Chicago, Chicago;/f/pbu242.html;Francisco Javier Buera;Economic Research Department, Federal Reserve Bank of Chicago;;85.64;http://ideas.repec.org/top/top.usa-il.html;;;
95;[110];Magne Mogstad Department of Economics, University of Chicago, Chicago;/f/pmo570.html;Magne  Mogstad;Department of Economics, University of Chicago;;86.91;http://ideas.repec.org/top/top.usa-il.html;;;
96;[94];Gilbert W. Bassett Jr.Department of Finance, College of Business Administration, University of Illinois at Chicago, Chicago;/f/pba248.html;Gilbert W. Bassett Jr.;Department of Finance, College of Business Administration, University of Illinois at Chicago;;87.06;http://ideas.repec.org/top/top.usa-il.html;;;
97;[106];Lars A Stole Applied Theory Initiative (ATI), Booth School of Business, University of Chicago, Chicago;/f/pst479.html;Lars A Stole;Applied Theory Initiative (ATI), Booth School of Business, University of Chicago;;88.18;http://ideas.repec.org/top/top.usa-il.html;;;
98;[125];Georgios Karras Department of Economics, University of Illinois at Chicago, Chicago;/f/pka300.html;Georgios  Karras;Department of Economics, University of Illinois at Chicago;;88.83;http://ideas.repec.org/top/top.usa-il.html;;;
99;[104];Efraim Benmelech Department of Finance, Kellogg Graduate School of Management, Northwestern University, Evanston;/f/pbe459.html;Efraim  Benmelech;Department of Finance, Kellogg Graduate School of Management, Northwestern University;;89.35;http://ideas.repec.org/top/top.usa-il.html;;;
100;[103];Christian Hansen Booth School of Business, University of Chicago, Chicago;/f/pha982.html;Christian  Hansen;Booth School of Business, University of Chicago;;89.46;http://ideas.repec.org/top/top.usa-il.html;;;
101;[114];Jeffrey C. Ely Department of Economics, Northwestern University, Evanston;/e/pel9.html;Jeffrey C. Ely;Department of Economics, Northwestern University;;90.95;http://ideas.repec.org/top/top.usa-il.html;;;
102;[113];Ali Hortacsu Department of Economics, University of Chicago, Chicago;/f/pho408.html;Ali  Hortacsu;Department of Economics, University of Chicago;;92.06;http://ideas.repec.org/top/top.usa-il.html;;;
103;[115];Jeffrey R. Campbell Economic Research Department, Federal Reserve Bank of Chicago, Chicago;/e/pca89.html;Jeffrey R. Campbell;Economic Research Department, Federal Reserve Bank of Chicago;;94.86;http://ideas.repec.org/top/top.usa-il.html;;;
104;[117];Jonathan Guryan Kellogg Graduate School of Management, Northwestern University, EvanstonInstitute for Policy Research (IPR), Northwestern University, Evanston;/e/pgu126.html;Jonathan  Guryan;Kellogg Graduate School of Management, Northwestern University;Institute for Policy Research (IPR), Northwestern University;95.02;http://ideas.repec.org/top/top.usa-il.html;;;
105;[105];Rajeev K. Goel Department of Economics, Illinois State University, Normal;/f/pgo308.html;Rajeev K. Goel;Department of Economics, Illinois State University;;95.27;http://ideas.repec.org/top/top.usa-il.html;;;
106;[89];Inkoo Cho Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign;/f/pch1518.html;Inkoo  Cho;Department of Economics, University of Illinois at Urbana-Champaign;;95.64;http://ideas.repec.org/top/top.usa-il.html;;;
107;[118];Raaj Kumar Sah Harris School of Public Policy, University of Chicago, Chicago;/f/psa736.html;Raaj Kumar Sah;Harris School of Public Policy, University of Chicago;;96.14;http://ideas.repec.org/top/top.usa-il.html;;;
108;[111];Joel L. Horowitz Department of Economics, Northwestern University, Evanston;/e/pho36.html;Joel L. Horowitz;Department of Economics, Northwestern University;;97.06;http://ideas.repec.org/top/top.usa-il.html;;;
109;[126];Christopher Blattman Harris School of Public Policy, University of Chicago, Chicago;/e/pbl37.html;Christopher  Blattman;Harris School of Public Policy, University of Chicago;;97.86;http://ideas.repec.org/top/top.usa-il.html;;;
110;[129];Francois Gourio Federal Reserve Bank of Chicago, Chicago;/e/pgo158.html;Francois  Gourio;Federal Reserve Bank of Chicago;;98.21;http://ideas.repec.org/top/top.usa-il.html;;;
111;[121];Brent Neiman Booth School of Business, University of Chicago, Chicago;/e/pne85.html;Brent  Neiman;Booth School of Business, University of Chicago;;98.23;http://ideas.repec.org/top/top.usa-il.html;;;
112;[63];Tomas J Philipson Harris School of Public Policy, University of Chicago, Chicago;/e/pph37.html;Tomas J Philipson;Harris School of Public Policy, University of Chicago;;98.48;http://ideas.repec.org/top/top.usa-il.html;;;
113;[120];Richard Hornbeck Booth School of Business, University of Chicago, Chicago;/f/pho502.html;Richard  Hornbeck;Booth School of Business, University of Chicago;;98.53;http://ideas.repec.org/top/top.usa-il.html;;;
114;[123];David Aaron Marshall Federal Reserve Bank of Chicago, Chicago;/f/pma2426.html;David Aaron Marshall;Federal Reserve Bank of Chicago;;98.67;http://ideas.repec.org/top/top.usa-il.html;;;
115;[137];Madhu Khanna Department of Agricultural and Consumer Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign;/f/pkh290.html;Madhu  Khanna;Department of Agricultural and Consumer Economics, University of Illinois at Urbana-Champaign;;98.72;http://ideas.repec.org/top/top.usa-il.html;;;
116;[130];Richard Rosen Economic Research Department, Federal Reserve Bank of Chicago, Chicago;/f/pro645.html;Richard  Rosen;Economic Research Department, Federal Reserve Bank of Chicago;;99.06;http://ideas.repec.org/top/top.usa-il.html;;;
117;[116];Elie Tamer Department of Economics, Northwestern University, Evanston;/f/pta279.html;Elie  Tamer;Department of Economics, Northwestern University;;100.92;http://ideas.repec.org/top/top.usa-il.html;;;
118;[127];Robert James Weber Managerial Economics and Decision Sciences (MEDS), Kellogg Graduate School of Management, Northwestern University, Evanston;/e/pwe89.html;Robert James Weber;Managerial Economics and Decision Sciences (MEDS), Kellogg Graduate School of Management, Northwestern University;;101.23;http://ideas.repec.org/top/top.usa-il.html;;;
119;[134];Pradeep K. Chintagunta Booth School of Business, University of Chicago, Chicago;/f/pch519.html;Pradeep K. Chintagunta;Booth School of Business, University of Chicago;;101.52;http://ideas.repec.org/top/top.usa-il.html;;;
120;[122];Mark Wright Federal Reserve Bank of Chicago, Chicago;/e/pwr6.html;Mark  Wright;Federal Reserve Bank of Chicago;;102.45;http://ideas.repec.org/top/top.usa-il.html;;;
121;[135];Deirdre N. McCloskey Department of Economics, University of Illinois at Chicago, Chicago;/e/pmc83.html;Deirdre N. McCloskey;Department of Economics, University of Illinois at Chicago;;103.86;http://ideas.repec.org/top/top.usa-il.html;;;
122;[56];Eddie Dekel Department of Economics, Northwestern University, Evanston;/e/pde118.html;Eddie  Dekel;Department of Economics, Northwestern University;;104.31;http://ideas.repec.org/top/top.usa-il.html;;;
123;[59];Robert H. Porter Department of Economics, Northwestern University, Evanston;/e/ppo97.html;Robert H. Porter;Department of Economics, Northwestern University;;105.54;http://ideas.repec.org/top/top.usa-il.html;;;
124;[124];Matthew J. Notowidigdo Booth School of Business, University of Chicago, ChicagoDepartment of Economics, Northwestern University, Evanston;/e/pno182.html;Matthew J. Notowidigdo;Booth School of Business, University of Chicago;Department of Economics, Northwestern University;106.41;http://ideas.repec.org/top/top.usa-il.html;;;
1;[4];Thomas Lemieux Vancouver School of Economics, University of British Columbia, Vancouver;/e/ple92.html;Thomas  Lemieux;Vancouver School of Economics, University of British Columbia;;3.28;http://ideas.repec.org/top/top.canada.html;;;
2;[2];John Whalley Department of Economics, University of Western Ontario, London;/e/pwh8.html;John  Whalley;Department of Economics, University of Western Ontario;;3.92;http://ideas.repec.org/top/top.canada.html;;;
3;[8];James MacKinnon Economics Department, Queen's University, Kingston;/e/pma63.html;James  MacKinnon;Economics Department, Queen's University;;4.34;http://ideas.repec.org/top/top.canada.html;;;
4;[5];Michael B. Devereux Vancouver School of Economics, University of British Columbia, Vancouver;/e/pde32.html;Michael B. Devereux;Vancouver School of Economics, University of British Columbia;;7.06;http://ideas.repec.org/top/top.canada.html;;;
5;[9];Christian S. Gourieroux Department of Economics, University of Toronto, Toronto;/e/pgo144.html;Christian S. Gourieroux;Department of Economics, University of Toronto;;7.92;http://ideas.repec.org/top/top.canada.html;;;
6;[7];Walter Erwin Diewert Vancouver School of Economics, University of British Columbia, Vancouver;/e/pdi117.html;Walter Erwin Diewert;Vancouver School of Economics, University of British Columbia;;8.16;http://ideas.repec.org/top/top.canada.html;;;
7;[13];Randall Morck School of Business, University of Alberta, Edmonton;/e/pmo146.html;Randall  Morck;School of Business, University of Alberta;;8.91;http://ideas.repec.org/top/top.canada.html;;;
8;[15];Keith Head Strategy and Business Economics Division, Sauder School of Business, University of British Columbia, Vancouver;/e/phe156.html;Keith  Head;Strategy and Business Economics Division, Sauder School of Business, University of British Columbia;;8.91;http://ideas.repec.org/top/top.canada.html;;;
9;[12];Paul Beaudry Vancouver School of Economics, University of British Columbia, Vancouver;/e/pbe35.html;Paul  Beaudry;Vancouver School of Economics, University of British Columbia;;12.08;http://ideas.repec.org/top/top.canada.html;;;
10;[17];Daniel Trefler Department of Economics, University of Toronto, TorontoProgram in Institutions, Organizations and Growth, Canadian Institute for Advanced Research (CIFAR), TorontoBusiness Economics, Rotman School of Management, University of Toronto, Toronto;/e/ptr44.html;Daniel  Trefler;Department of Economics, University of Toronto;Program in Institutions, Organizations and Growth, Canadian Institute for Advanced Research (CIFAR);12.16;http://ideas.repec.org/top/top.canada.html;Business Economics, Rotman School of Management, University of Toronto;;
11;[16];Jean-Marie Dufour Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ), MontréalDepartment of Economics, McGill University, MontréalCentre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO), Montréal;/e/pdu24.html;Jean-Marie  Dufour;Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ);Department of Economics, McGill University;13.42;http://ideas.repec.org/top/top.canada.html;Centre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO);;
12;[18];David Laidler Department of Economics, University of Western Ontario, LondonC. D. Howe Institute, Toronto;/e/pla73.html;David  Laidler;Department of Economics, University of Western Ontario;C. D. Howe Institute;14.39;http://ideas.repec.org/top/top.canada.html;;;
13;[10];Ngo Van Long Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ), MontréalDepartment of Economics, McGill University, Montréal;/e/plo153.html;Ngo Van Long;Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ);Department of Economics, McGill University;14.62;http://ideas.repec.org/top/top.canada.html;;;
14;[11];Robin W. Boadway Economics Department, Queen's University, Kingston;/e/pbo24.html;Robin W. Boadway;Economics Department, Queen's University;;14.78;http://ideas.repec.org/top/top.canada.html;;;
15;[21];Francesco Trebbi Vancouver School of Economics, University of British Columbia, Vancouver;/e/ptr40.html;Francesco  Trebbi;Vancouver School of Economics, University of British Columbia;;15.47;http://ideas.repec.org/top/top.canada.html;;;
16;[6];Glenn Paul Jenkins Economics Department, Queen's University, Kingston;/e/pje46.html;Glenn Paul Jenkins;Economics Department, Queen's University;;16.41;http://ideas.repec.org/top/top.canada.html;;;
17;[27];Philip Oreopoulos Department of Economics, University of Toronto, Toronto;/e/por38.html;Philip  Oreopoulos;Department of Economics, University of Toronto;;16.41;http://ideas.repec.org/top/top.canada.html;;;
18;[26];James A. Brander Strategy and Business Economics Division, Sauder School of Business, University of British Columbia, Vancouver;/e/pbr168.html;James A. Brander;Strategy and Business Economics Division, Sauder School of Business, University of British Columbia;;16.54;http://ideas.repec.org/top/top.canada.html;;;
19;[28];Lance Lochner Department of Economics, University of Western Ontario, London;/e/plo31.html;Lance  Lochner;Department of Economics, University of Western Ontario;;17.26;http://ideas.repec.org/top/top.canada.html;;;
20;[23];John F. Helliwell Vancouver School of Economics, University of British Columbia, Vancouver;/f/phe368.html;John F. Helliwell;Vancouver School of Economics, University of British Columbia;;19.53;http://ideas.repec.org/top/top.canada.html;;;
21;[20];Georges Dionne HEC Montréal (École des Hautes Études Commerciales), Montréal;/e/pdi189.html;Georges  Dionne;HEC Montréal (École des Hautes Études Commerciales);;20.42;http://ideas.repec.org/top/top.canada.html;;;
22;[25];M. Scott Taylor Department of Economics, University of Calgary, Calgary;/e/pta60.html;M. Scott  Taylor;Department of Economics, University of Calgary;;21.73;http://ideas.repec.org/top/top.canada.html;;;
23;[24];Apostolos Serletis Department of Economics, University of Calgary, Calgary;/e/pse31.html;Apostolos  Serletis;Department of Economics, University of Calgary;;22.75;http://ideas.repec.org/top/top.canada.html;;;
24;[35];William C. Strange Rotman School of Management, University of Toronto, Toronto;/e/pst178.html;William C. Strange;Rotman School of Management, University of Toronto;;26.32;http://ideas.repec.org/top/top.canada.html;;;
25;[30];Margaret Emily Slade Vancouver School of Economics, University of British Columbia, Vancouver;/e/psl6.html;Margaret Emily Slade;Vancouver School of Economics, University of British Columbia;;26.94;http://ideas.repec.org/top/top.canada.html;;;
26;[14];Russell Davidson Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ), MontréalDepartment of Economics, McGill University, Montréal;/e/pda171.html;Russell  Davidson;Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ);Department of Economics, McGill University;29.87;http://ideas.repec.org/top/top.canada.html;;;
27;[33];Diego Restuccia Department of Economics, University of Toronto, Toronto;/e/pre7.html;Diego  Restuccia;Department of Economics, University of Toronto;;30.34;http://ideas.repec.org/top/top.canada.html;;;
28;[37];Michael Baker School of Public Policy and Governance, University of Toronto, TorontoDepartment of Economics, University of Toronto, Toronto;/f/pba400.html;Michael  Baker;School of Public Policy and Governance, University of Toronto;Department of Economics, University of Toronto;31.48;http://ideas.repec.org/top/top.canada.html;;;
29;[31];Paul Robert Masson Department of Economics, University of Toronto, TorontoC. D. Howe Institute, Toronto;/e/pma135.html;Paul Robert Masson;Department of Economics, University of Toronto;C. D. Howe Institute;32.05;http://ideas.repec.org/top/top.canada.html;;;
30;[44];Timothy Guy Conley Department of Economics, University of Western Ontario, London;/f/pco561.html;Timothy Guy Conley;Department of Economics, University of Western Ontario;;33.2;http://ideas.repec.org/top/top.canada.html;;;
31;[42];Nicole M. Fortin Vancouver School of Economics, University of British Columbia, Vancouver;/e/pfo101.html;Nicole M. Fortin;Vancouver School of Economics, University of British Columbia;;34.11;http://ideas.repec.org/top/top.canada.html;;;
32;[53];Jack Knetsch Department of Economics, Simon Fraser University, Burnaby;/e/pkn42.html;Jack  Knetsch;Department of Economics, Simon Fraser University;;34.31;http://ideas.repec.org/top/top.canada.html;;;
33;[36];Joshua Gans Rotman School of Management, University of Toronto, TorontoDepartment of Economics, University of Toronto, Toronto;/e/pga42.html;Joshua  Gans;Rotman School of Management, University of Toronto;Department of Economics, University of Toronto;35.61;http://ideas.repec.org/top/top.canada.html;;;
34;[32];Thanasis Stengos Department of Economics and Finance, College of Business and Economics, University of Guelph, Guelph;/e/pst21.html;Thanasis  Stengos;Department of Economics and Finance, College of Business and Economics, University of Guelph;;35.75;http://ideas.repec.org/top/top.canada.html;;;
35;[49];John Ries Vancouver School of Economics, University of British Columbia, VancouverStrategy and Business Economics Division, Sauder School of Business, University of British Columbia, Vancouver;/e/pri96.html;John  Ries;Vancouver School of Economics, University of British Columbia;Strategy and Business Economics Division, Sauder School of Business, University of British Columbia;36.83;http://ideas.repec.org/top/top.canada.html;;;
36;[45];Allan W. Gregory Economics Department, Queen's University, Kingston;/e/pgr130.html;Allan W. Gregory;Economics Department, Queen's University;;37.42;http://ideas.repec.org/top/top.canada.html;;;
37;[39];Loren Brandt Department of Economics, University of Toronto, Toronto;/e/pbr44.html;Loren  Brandt;Department of Economics, University of Toronto;;38.28;http://ideas.repec.org/top/top.canada.html;;;
38;[46];Thomas Hellmann Strategy and Business Economics Division, Sauder School of Business, University of British Columbia, Vancouver;/e/phe157.html;Thomas  Hellmann;Strategy and Business Economics Division, Sauder School of Business, University of British Columbia;;38.67;http://ideas.repec.org/top/top.canada.html;;;
39;[50];Brian R. Copeland Vancouver School of Economics, University of British Columbia, Vancouver;/e/pco51.html;Brian R. Copeland;Vancouver School of Economics, University of British Columbia;;39.89;http://ideas.repec.org/top/top.canada.html;;;
40;[40];Jean-Yves Duclos Département d'Économique, Université Laval, QuébecCentre Interuniversitaire sur le Risque, les Politiques Économiques et l'Emploi (CIRPÉE), Montréal/Québec;/e/pdu4.html;Jean-Yves  Duclos;Département d'Économique, Université Laval;Centre Interuniversitaire sur le Risque, les Politiques Économiques et l'Emploi (CIRPÉE);40.06;http://ideas.repec.org/top/top.canada.html;;;
41;[41];Jeffrey Scott Racine Department of Economics, McMaster University, Hamilton;/e/pra175.html;Jeffrey Scott Racine;Department of Economics, McMaster University;;40.51;http://ideas.repec.org/top/top.canada.html;;;
42;[56];Jean Boivin Bank of Canada, Ottawa;/e/pbo43.html;Jean  Boivin;Bank of Canada;;41.59;http://ideas.repec.org/top/top.canada.html;;;
43;[34];Peter F. Christoffersen Finance, Rotman School of Management, University of Toronto, Toronto;/f/pch343.html;Peter F. Christoffersen;Finance, Rotman School of Management, University of Toronto;;42.76;http://ideas.repec.org/top/top.canada.html;;;
44;[52];Wiktor Adamowicz Department of Resource Economics and Environmental Sociology (REES), University of Alberta, Edmonton;/e/pad105.html;Wiktor  Adamowicz;Department of Resource Economics and Environmental Sociology (REES), University of Alberta;;43.96;http://ideas.repec.org/top/top.canada.html;;;
45;[51];David A. Green Vancouver School of Economics, University of British Columbia, Vancouver;/f/pgr285.html;David A. Green;Vancouver School of Economics, University of British Columbia;;44.77;http://ideas.repec.org/top/top.canada.html;;;
46;[54];René Garcia Département de Sciences Économiques, Université de Montréal, Montréal;/f/pga447.html;René  Garcia;Département de Sciences Économiques, Université de Montréal;;45.39;http://ideas.repec.org/top/top.canada.html;;;
47;[60];Arthur John Robson Department of Economics, Simon Fraser University, Burnaby;/e/pro93.html;Arthur John Robson;Department of Economics, Simon Fraser University;;45.86;http://ideas.repec.org/top/top.canada.html;;;
48;[66];Aloysius Siow Department of Economics, University of Toronto, Toronto;/e/psi13.html;Aloysius  Siow;Department of Economics, University of Toronto;;47.19;http://ideas.repec.org/top/top.canada.html;;;
49;[55];Barbara Spencer Strategy and Business Economics Division, Sauder School of Business, University of British Columbia, Vancouver;/e/psp2.html;Barbara  Spencer;Strategy and Business Economics Division, Sauder School of Business, University of British Columbia;;47.91;http://ideas.repec.org/top/top.canada.html;;;
50;[57];Kevin Milligan Vancouver School of Economics, University of British Columbia, VancouverC. D. Howe Institute, Toronto;/e/pmi14.html;Kevin  Milligan;Vancouver School of Economics, University of British Columbia;C. D. Howe Institute;48.39;http://ideas.repec.org/top/top.canada.html;;;
51;[62];Martin J. Osborne Department of Economics, University of Toronto, Toronto;/e/pos1.html;Martin J. Osborne;Department of Economics, University of Toronto;;48.47;http://ideas.repec.org/top/top.canada.html;;;
52;[70];Michael Peters Vancouver School of Economics, University of British Columbia, Vancouver;/e/ppe16.html;Michael  Peters;Vancouver School of Economics, University of British Columbia;;48.66;http://ideas.repec.org/top/top.canada.html;;;
53;[63];Francisco J. Ruge-Murcia Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ), MontréalDepartment of Economics, McGill University, Montréal;/e/pru3.html;Francisco J. Ruge-Murcia;Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ);Department of Economics, McGill University;49.43;http://ideas.repec.org/top/top.canada.html;;;
54;[59];Walter Bossert Département de Sciences Économiques, Université de Montréal, MontréalCentre Interuniversitaire de Recherche en Économie Quantitative (CIREQ), Montréal;/e/pbo182.html;Walter  Bossert;Département de Sciences Économiques, Université de Montréal;Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ);49.49;http://ideas.repec.org/top/top.canada.html;;;
55;[65];Gregor W. Smith Economics Department, Queen's University, Kingston;/e/psm60.html;Gregor W. Smith;Economics Department, Queen's University;;50.51;http://ideas.repec.org/top/top.canada.html;;;
